session,task,run,subj,name,stimuli,number,letter,trial.type,cue,number.resp,letter.resp,award,switch,cue.color,target.color,target.color.orig,incentive,iti,acc,rt,resp,cresp,time.cue.onset.abs,time.target.onset.abs,time.rt.abs,time.scan.start,trial.num,time.cue.onset,time.target.onset,time.rt,time.block1.on,time.block2.on,time.block3.on,time.block1.off,time.block2.off,time.block3.off,trial.type.switch
baseline,Cuedts,1,102008,bas_cue_run1_102008,6I,e,v,Con,n,1,1,,,red,black,green,Inc,3200,1,1301,1,1,97502,102002,103303,66376,1,31.126,35.626,36.927,28.427,274.421,520.415,246.026,492.037,738.031,trial1
baseline,Cuedts,1,102008,bas_cue_run1_102008,I6,e,v,Con,l,1,1,,Switch,red,black,green,Inc,4400,1,853,1,1,109500,114000,114853,66376,2,43.124,47.624,48.477,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,A2,e,v,Con,l,1,1,,Repeat,red,black,black,NoInc,3200,1,906,1,1,122698,127198,128104,66376,3,56.322,60.822,61.728,28.427,274.421,520.415,246.026,492.037,738.031,ConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,I6,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,4400,1,595,1,1,134696,139196,139791,66376,4,68.32,72.82,73.415,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,B1,o,c,Con,n,2,2,,Repeat,red,black,black,NoInc,2000,1,780,2,2,147894,152394,153174,66376,5,81.518,86.018,86.798,28.427,274.421,520.415,246.026,492.037,738.031,ConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,B2,e,c,InCon,n,1,2,,Repeat,red,black,black,NoInc,2000,1,890,1,1,158693,163192,164082,66376,6,92.317,96.816,97.706,28.427,274.421,520.415,246.026,492.037,738.031,InConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,1B,o,c,Con,n,2,2,,Repeat,red,black,black,NoInc,2000,1,706,2,2,169491,173990,174696,66376,7,103.115,107.614,108.32,28.427,274.421,520.415,246.026,492.037,738.031,ConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,D4,e,c,InCon,n,1,2,,Repeat,red,black,green,Inc,3200,1,804,1,1,180306,184805,185609,66376,8,113.93,118.429,119.233,28.427,274.421,520.415,246.026,492.037,738.031,InConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,5H,o,c,Con,l,2,2,,Switch,red,black,black,NoInc,4400,1,837,2,2,192304,196803,197640,66376,9,125.928,130.427,131.264,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,4D,e,c,InCon,n,1,2,,Switch,red,black,green,Inc,3200,1,624,1,1,205502,210001,210625,66376,10,139.126,143.625,144.249,28.427,274.421,520.415,246.026,492.037,738.031,InConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,B1,o,c,Con,l,2,2,,Switch,red,black,black,NoInc,3200,1,1320,2,2,217500,221999,223319,66376,11,151.124,155.623,156.943,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,1A,o,v,InCon,l,2,1,,Repeat,red,black,black,NoInc,2000,1,941,1,1,229498,233997,234938,66376,12,163.122,167.621,168.562,28.427,274.421,520.415,246.026,492.037,738.031,InConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,H5,o,c,Con,l,2,2,,Repeat,red,black,black,NoInc,3200,1,674,2,2,240296,244796,245470,66376,13,173.92,178.42,179.094,28.427,274.421,520.415,246.026,492.037,738.031,ConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,1B,o,c,Con,l,2,2,,Repeat,red,black,black,NoInc,2000,1,832,2,2,252295,256794,257626,66376,14,185.919,190.418,191.25,28.427,274.421,520.415,246.026,492.037,738.031,ConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,D4,e,c,InCon,l,1,2,,Repeat,red,black,green,Inc,4400,1,700,2,2,263093,267592,268292,66376,15,196.717,201.216,201.916,28.427,274.421,520.415,246.026,492.037,738.031,InConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,2A,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,4400,1,658,1,1,276291,280790,281448,66376,16,209.915,214.414,215.072,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,E3,o,v,InCon,l,2,1,,Switch,red,black,green,Inc,4400,1,689,1,1,289505,294005,294694,66376,17,223.129,227.629,228.318,28.427,274.421,520.415,246.026,492.037,738.031,InConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,A2,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,2000,1,779,1,1,302703,307202,307981,66376,18,236.327,240.826,241.605,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,E3,o,v,InCon,n,2,1,,,red,black,green,Inc,2000,1,1281,2,2,343497,347996,349277,66376,19,277.121,281.62,282.901,28.427,274.421,520.415,246.026,492.037,738.031,trial1
baseline,Cuedts,1,102008,bas_cue_run1_102008,2B,e,c,InCon,l,1,2,,Switch,red,black,black,NoInc,4400,0,942,1,2,354295,358794,359736,66376,20,287.919,292.418,293.36,28.427,274.421,520.415,246.026,492.037,738.031,InConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,D4,e,c,InCon,l,1,2,,Repeat,red,black,green,Inc,3200,1,849,2,2,367493,371992,372841,66376,21,301.117,305.616,306.465,28.427,274.421,520.415,246.026,492.037,738.031,InConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,A2,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,2000,1,833,1,1,379491,383990,384823,66376,22,313.115,317.614,318.447,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,B1,o,c,Con,l,2,2,,Switch,red,black,black,NoInc,3200,1,978,2,2,390306,394805,395783,66376,23,323.93,328.429,329.407,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,A1,o,v,InCon,n,2,1,,Switch,red,black,black,NoInc,4400,1,1526,2,2,402304,406803,408329,66376,24,335.928,340.427,341.953,28.427,274.421,520.415,246.026,492.037,738.031,InConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,2A,e,v,Con,l,1,1,,Switch,red,black,black,NoInc,3200,1,878,1,1,415502,420001,420879,66376,25,349.126,353.625,354.503,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,I6,e,v,Con,l,1,1,,Repeat,red,black,black,NoInc,4400,1,666,1,1,427500,431999,432665,66376,26,361.124,365.623,366.289,28.427,274.421,520.415,246.026,492.037,738.031,ConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,3E,o,v,InCon,l,2,1,,Repeat,red,black,green,Inc,2000,1,939,1,1,440698,445197,446136,66376,27,374.322,378.821,379.76,28.427,274.421,520.415,246.026,492.037,738.031,InConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,6I,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,3200,1,860,1,1,451496,455996,456856,66376,28,385.12,389.62,390.48,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,E3,o,v,InCon,n,2,1,,Repeat,red,black,green,Inc,2000,1,1227,2,2,463494,467994,469221,66376,29,397.118,401.618,402.845,28.427,274.421,520.415,246.026,492.037,738.031,InConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,1B,o,c,Con,n,2,2,,Repeat,red,black,black,NoInc,3200,1,1385,2,2,474293,478792,480177,66376,30,407.917,412.416,413.801,28.427,274.421,520.415,246.026,492.037,738.031,ConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,2A,e,v,Con,n,1,1,,Repeat,red,black,black,NoInc,2000,1,1324,1,1,486291,490790,492114,66376,31,419.915,424.414,425.738,28.427,274.421,520.415,246.026,492.037,738.031,ConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,5H,o,c,Con,l,2,2,,Switch,red,black,black,NoInc,3200,1,894,2,2,497106,501605,502499,66376,32,430.73,435.229,436.123,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,1B,o,c,Con,l,2,2,,Repeat,red,black,black,NoInc,4400,1,660,2,2,509104,513603,514263,66376,33,442.728,447.227,447.887,28.427,274.421,520.415,246.026,492.037,738.031,ConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,5H,o,c,Con,n,2,2,,Switch,red,black,green,Inc,4400,1,1187,2,2,522302,526801,527988,66376,34,455.926,460.425,461.612,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,3E,o,v,InCon,n,2,1,,Repeat,red,black,green,Inc,2000,1,1609,2,2,535500,539999,541608,66376,35,469.124,473.623,475.232,28.427,274.421,520.415,246.026,492.037,738.031,InConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,2A,e,v,Con,l,1,1,,Switch,red,black,black,NoInc,4400,1,934,1,1,546298,550797,551731,66376,36,479.922,484.421,485.355,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,6I,e,v,Con,l,1,1,,,red,black,black,NoInc,3200,1,778,1,1,589491,593990,594768,66376,37,523.115,527.614,528.392,28.427,274.421,520.415,246.026,492.037,738.031,trial1
baseline,Cuedts,1,102008,bas_cue_run1_102008,H5,o,c,Con,n,2,2,,Switch,red,black,black,NoInc,2000,1,1076,2,2,601506,606005,607081,66376,38,535.13,539.629,540.705,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,B1,o,c,Con,n,2,2,,Repeat,red,black,black,NoInc,4400,1,731,2,2,612304,616803,617534,66376,39,545.928,550.427,551.158,28.427,274.421,520.415,246.026,492.037,738.031,ConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,3E,o,v,InCon,l,2,1,,Switch,red,black,green,Inc,4400,1,1061,1,1,625502,630001,631062,66376,40,559.126,563.625,564.686,28.427,274.421,520.415,246.026,492.037,738.031,InConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,1B,o,c,Con,l,2,2,,Repeat,red,black,black,NoInc,2000,1,1736,2,2,638700,643199,644935,66376,41,572.324,576.823,578.559,28.427,274.421,520.415,246.026,492.037,738.031,ConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,4D,e,c,InCon,l,1,2,,Repeat,red,black,green,Inc,3200,1,1258,2,2,649498,653998,655256,66376,42,583.122,587.622,588.88,28.427,274.421,520.415,246.026,492.037,738.031,InConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,1B,o,c,Con,n,2,2,,Switch,red,black,black,NoInc,4400,1,2061,2,2,661496,665996,668057,66376,43,595.12,599.62,601.681,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,1A,o,v,InCon,n,2,1,,Repeat,red,black,black,NoInc,2000,1,1434,2,2,674694,679194,680628,66376,44,608.318,612.818,614.252,28.427,274.421,520.415,246.026,492.037,738.031,InConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,B1,o,c,Con,l,2,2,,Switch,red,black,black,NoInc,3200,1,1183,2,2,685493,689992,691175,66376,45,619.117,623.616,624.799,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,A2,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,2000,1,1064,1,1,697491,701990,703054,66376,46,631.115,635.614,636.678,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,E3,o,v,InCon,l,2,1,,Switch,red,black,green,Inc,4400,1,1513,1,1,708306,712805,714318,66376,47,641.93,646.429,647.942,28.427,274.421,520.415,246.026,492.037,738.031,InConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,4D,e,c,InCon,n,1,2,,Switch,red,black,green,Inc,4400,1,1168,1,1,721503,726003,727171,66376,48,655.127,659.627,660.795,28.427,274.421,520.415,246.026,492.037,738.031,InConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,A2,e,v,Con,l,1,1,,Switch,red,black,black,NoInc,4400,1,1060,1,1,734701,739201,740261,66376,49,668.325,672.825,673.885,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,6I,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,3200,1,910,1,1,747899,752399,753309,66376,50,681.523,686.023,686.933,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,2A,e,v,Con,l,1,1,,Switch,red,black,black,NoInc,3200,1,1073,1,1,759897,764397,765470,66376,51,693.521,698.021,699.094,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,2A,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,2000,1,1111,1,1,771895,776395,777506,66376,52,705.519,710.019,711.13,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,1,102008,bas_cue_run1_102008,3E,o,v,InCon,n,2,1,,Repeat,red,black,green,Inc,3200,1,1569,2,2,782694,787193,788762,66376,53,716.318,720.817,722.386,28.427,274.421,520.415,246.026,492.037,738.031,InConRepeat
baseline,Cuedts,1,102008,bas_cue_run1_102008,H5,o,c,Con,l,2,2,,Switch,red,black,green,Inc,2000,1,891,2,2,794692,799191,800082,66376,54,728.316,732.815,733.706,28.427,274.421,520.415,246.026,492.037,738.031,ConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,H5,o,c,Con,l,2,2,,,red,black,black,NoInc,3200,1,1002,2,2,60265,64764,65766,29148,1,31.117,35.616,36.618,28.417,274.412,520.423,246.033,492.027,738.021,trial1
baseline,Cuedts,2,102008,bas_cue_run2_102008,5H,o,c,Con,n,2,2,,Switch,red,black,black,NoInc,3200,1,1156,2,2,72263,76762,77918,29148,2,43.115,47.614,48.77,28.417,274.412,520.423,246.033,492.027,738.021,ConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,E3,o,v,InCon,l,2,1,,Switch,red,black,green,Inc,4400,1,948,1,1,84261,88760,89708,29148,3,55.113,59.612,60.56,28.417,274.412,520.423,246.033,492.027,738.021,InConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,2A,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,2000,1,761,1,1,97459,101958,102719,29148,4,68.311,72.81,73.571,28.417,274.412,520.423,246.033,492.027,738.021,ConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,1B,o,c,Con,n,2,2,,Repeat,red,black,black,NoInc,4400,1,1250,2,2,108257,112773,114023,29148,5,79.109,83.625,84.875,28.417,274.412,520.423,246.033,492.027,738.021,ConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,B2,e,c,InCon,l,1,2,,Switch,red,black,black,NoInc,2000,1,1045,2,2,121472,125971,127016,29148,6,92.324,96.823,97.868,28.417,274.412,520.423,246.033,492.027,738.021,InConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,E3,o,v,InCon,n,2,1,,Switch,red,black,green,Inc,4400,1,1024,2,2,132270,136769,137793,29148,7,103.122,107.621,108.645,28.417,274.412,520.423,246.033,492.027,738.021,InConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,B1,o,c,Con,n,2,2,,Repeat,red,black,black,NoInc,3200,1,1473,2,2,145468,149967,151440,29148,8,116.32,120.819,122.292,28.417,274.412,520.423,246.033,492.027,738.021,ConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,6I,e,v,Con,n,1,1,,Repeat,red,black,black,NoInc,2000,1,1032,1,1,157466,161965,162997,29148,9,128.318,132.817,133.849,28.417,274.412,520.423,246.033,492.027,738.021,ConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,B1,o,c,Con,l,2,2,,Switch,red,black,black,NoInc,4400,1,1265,2,2,168264,172764,174029,29148,10,139.116,143.616,144.881,28.417,274.412,520.423,246.033,492.027,738.021,ConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,2A,e,v,Con,l,1,1,,Repeat,red,black,black,NoInc,2000,1,627,1,1,181462,185962,186589,29148,11,152.314,156.814,157.441,28.417,274.412,520.423,246.033,492.027,738.021,ConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,A2,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,4400,1,975,1,1,192261,196760,197735,29148,12,163.113,167.612,168.587,28.417,274.412,520.423,246.033,492.027,738.021,ConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,3E,o,v,InCon,n,2,1,,Repeat,red,black,green,Inc,2000,1,1864,2,2,205458,209958,211822,29148,13,176.31,180.81,182.674,28.417,274.412,520.423,246.033,492.027,738.021,InConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,D4,e,c,InCon,n,1,2,,Repeat,red,black,green,Inc,3200,1,900,1,1,216257,220773,221673,29148,14,187.109,191.625,192.525,28.417,274.412,520.423,246.033,492.027,738.021,InConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,4D,e,c,InCon,l,1,2,,Switch,red,black,green,Inc,2000,1,1647,2,2,228271,232771,234418,29148,15,199.123,203.623,205.27,28.417,274.412,520.423,246.033,492.027,738.021,InConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,A2,e,v,Con,l,1,1,,Repeat,red,black,black,NoInc,3200,1,753,1,1,239070,243569,244322,29148,16,209.922,214.421,215.174,28.417,274.412,520.423,246.033,492.027,738.021,ConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,6I,e,v,Con,l,1,1,,Repeat,red,black,green,Inc,4400,1,1153,1,1,251068,255567,256720,29148,17,221.92,226.419,227.572,28.417,274.412,520.423,246.033,492.027,738.021,ConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,1B,o,c,Con,l,2,2,,Repeat,red,black,black,NoInc,3200,1,1353,2,2,264266,268765,270118,29148,18,235.118,239.617,240.97,28.417,274.412,520.423,246.033,492.027,738.021,ConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,2A,e,v,Con,n,1,1,,,red,black,black,NoInc,4400,1,921,1,1,306259,310758,311679,29148,19,277.111,281.61,282.531,28.417,274.412,520.423,246.033,492.027,738.021,trial1
baseline,Cuedts,2,102008,bas_cue_run2_102008,I6,e,v,Con,l,1,1,,Switch,red,black,black,NoInc,3200,1,1027,1,1,319457,323973,325000,29148,20,290.309,294.825,295.852,28.417,274.412,520.423,246.033,492.027,738.021,ConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,H5,o,c,Con,l,2,2,,Repeat,red,black,black,NoInc,4400,1,689,2,2,331472,335971,336660,29148,21,302.324,306.823,307.512,28.417,274.412,520.423,246.033,492.027,738.021,ConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,B1,o,c,Con,n,2,2,,Switch,red,black,black,NoInc,2000,1,715,2,2,344670,349169,349884,29148,22,315.522,320.021,320.736,28.417,274.412,520.423,246.033,492.027,738.021,ConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,I6,e,v,Con,n,1,1,,Repeat,red,black,green,Inc,2000,1,880,1,1,355468,359967,360847,29148,23,326.32,330.819,331.699,28.417,274.412,520.423,246.033,492.027,738.021,ConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,A2,e,v,Con,n,1,1,,Repeat,red,black,black,NoInc,3200,1,719,1,1,366266,370766,371485,29148,24,337.118,341.618,342.337,28.417,274.412,520.423,246.033,492.027,738.021,ConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,D4,e,c,InCon,n,1,2,,Repeat,red,black,green,Inc,2000,1,754,1,1,378264,382764,383518,29148,25,349.116,353.616,354.37,28.417,274.412,520.423,246.033,492.027,738.021,InConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,3E,o,v,InCon,l,2,1,,Switch,red,black,green,Inc,4400,1,612,1,1,389063,393562,394174,29148,26,359.915,364.414,365.026,28.417,274.412,520.423,246.033,492.027,738.021,InConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,A2,e,v,Con,l,1,1,,Repeat,red,black,black,NoInc,3200,1,761,1,1,402261,406760,407521,29148,27,373.113,377.612,378.373,28.417,274.412,520.423,246.033,492.027,738.021,ConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,4D,e,c,InCon,n,1,2,,Switch,red,black,green,Inc,3200,1,865,1,1,414259,418758,419623,29148,28,385.111,389.61,390.475,28.417,274.412,520.423,246.033,492.027,738.021,InConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,1B,o,c,Con,l,2,2,,Switch,red,black,black,NoInc,4400,1,1832,2,2,426257,430773,432605,29148,29,397.109,401.625,403.457,28.417,274.412,520.423,246.033,492.027,738.021,ConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,2B,e,c,InCon,n,1,2,,Switch,red,black,black,NoInc,2000,1,872,1,1,439471,443971,444843,29148,30,410.323,414.823,415.695,28.417,274.412,520.423,246.033,492.027,738.021,InConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,D4,e,c,InCon,l,1,2,,Switch,red,black,green,Inc,3200,0,772,1,2,450270,454769,455541,29148,31,421.122,425.621,426.393,28.417,274.412,520.423,246.033,492.027,738.021,InConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,1A,o,v,InCon,n,2,1,,Switch,red,black,black,NoInc,3200,1,1887,2,2,462268,466767,468654,29148,32,433.12,437.619,439.506,28.417,274.412,520.423,246.033,492.027,738.021,InConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,2A,e,v,Con,l,1,1,,Switch,red,black,black,NoInc,2000,1,657,1,1,474266,478765,479422,29148,33,445.118,449.617,450.274,28.417,274.412,520.423,246.033,492.027,738.021,ConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,I6,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,4400,1,917,1,1,485064,489563,490480,29148,34,455.916,460.415,461.332,28.417,274.412,520.423,246.033,492.027,738.021,ConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,B1,o,c,Con,l,2,2,,Switch,red,black,black,NoInc,2000,1,1542,2,2,498262,502761,504303,29148,35,469.114,473.613,475.155,28.417,274.412,520.423,246.033,492.027,738.021,ConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,5H,o,c,Con,l,2,2,,Repeat,red,black,green,Inc,4400,1,648,2,2,509060,513560,514208,29148,36,479.912,484.412,485.06,28.417,274.412,520.423,246.033,492.027,738.021,ConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,A2,e,v,Con,l,1,1,,,red,black,black,NoInc,4400,1,702,1,1,552270,556769,557471,29148,37,523.122,527.621,528.323,28.417,274.412,520.423,246.033,492.027,738.021,trial1
baseline,Cuedts,2,102008,bas_cue_run2_102008,E3,o,v,InCon,l,2,1,,Repeat,red,black,green,Inc,4400,1,805,1,1,565468,569967,570772,29148,38,536.32,540.819,541.624,28.417,274.412,520.423,246.033,492.027,738.021,InConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,2A,e,v,Con,n,1,1,,Switch,red,black,black,NoInc,3200,1,740,1,1,578666,583165,583905,29148,39,549.518,554.017,554.757,28.417,274.412,520.423,246.033,492.027,738.021,ConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,B1,o,c,Con,l,2,2,,Switch,red,black,black,NoInc,2000,1,1026,2,2,590664,595163,596189,29148,40,561.516,566.015,567.041,28.417,274.412,520.423,246.033,492.027,738.021,ConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,4D,e,c,InCon,l,1,2,,Repeat,red,black,green,Inc,2000,1,1373,2,2,601462,605962,607335,29148,41,572.314,576.814,578.187,28.417,274.412,520.423,246.033,492.027,738.021,InConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,3E,o,v,InCon,n,2,1,,Switch,red,black,green,Inc,3200,1,841,2,2,612261,616760,617601,29148,42,583.113,587.612,588.453,28.417,274.412,520.423,246.033,492.027,738.021,InConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,A2,e,v,Con,n,1,1,,Repeat,red,black,black,NoInc,3200,1,1005,1,1,624259,628758,629763,29148,43,595.111,599.61,600.615,28.417,274.412,520.423,246.033,492.027,738.021,ConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,6I,e,v,Con,n,1,1,,Repeat,red,black,black,NoInc,4400,1,923,1,1,636257,640773,641696,29148,44,607.109,611.625,612.548,28.417,274.412,520.423,246.033,492.027,738.021,ConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,1B,o,c,Con,n,2,2,,Repeat,red,black,black,NoInc,2000,1,863,2,2,649471,653971,654834,29148,45,620.323,624.823,625.686,28.417,274.412,520.423,246.033,492.027,738.021,ConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,H5,o,c,Con,n,2,2,,Repeat,red,black,green,Inc,2000,1,1810,2,2,660270,664769,666579,29148,46,631.122,635.621,637.431,28.417,274.412,520.423,246.033,492.027,738.021,ConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,D4,e,c,InCon,l,1,2,,Switch,red,black,green,Inc,3200,1,1580,2,2,671068,675567,677147,29148,47,641.92,646.419,647.999,28.417,274.412,520.423,246.033,492.027,738.021,InConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,1B,o,c,Con,l,2,2,,Repeat,red,black,black,NoInc,3200,1,1765,2,2,683066,687565,689330,29148,48,653.918,658.417,660.182,28.417,274.412,520.423,246.033,492.027,738.021,ConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,H5,o,c,Con,l,2,2,,Repeat,red,black,black,NoInc,2000,1,699,2,2,695064,699563,700262,29148,49,665.916,670.415,671.114,28.417,274.412,520.423,246.033,492.027,738.021,ConRepeat
baseline,Cuedts,2,102008,bas_cue_run2_102008,5H,o,c,Con,n,2,2,,Switch,red,black,black,NoInc,4400,1,687,2,2,705862,710362,711049,29148,50,676.714,681.214,681.901,28.417,274.412,520.423,246.033,492.027,738.021,ConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,A1,o,v,InCon,l,2,1,,Switch,red,black,black,NoInc,2000,1,974,1,1,719060,723560,724534,29148,51,689.912,694.412,695.386,28.417,274.412,520.423,246.033,492.027,738.021,InConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,4D,e,c,InCon,n,1,2,,Switch,red,black,green,Inc,3200,1,1073,1,1,729859,734358,735431,29148,52,700.711,705.21,706.283,28.417,274.412,520.423,246.033,492.027,738.021,InConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,2B,e,c,InCon,l,1,2,,Switch,red,black,black,NoInc,4400,1,1561,2,2,741857,746373,747934,29148,53,712.709,717.225,718.786,28.417,274.412,520.423,246.033,492.027,738.021,InConSwitch
baseline,Cuedts,2,102008,bas_cue_run2_102008,B1,o,c,Con,n,2,2,,Switch,red,black,black,NoInc,4400,1,1581,2,2,755071,759571,761152,29148,54,725.923,730.423,732.004,28.417,274.412,520.423,246.033,492.027,738.021,ConSwitch
