parcel,estimate,se,df,statistic,p.value,term,p.fdr,hemi,num.roi
RH_DorsAttn_Post_6,-0.0693150370370371,0.0321080453546946,377.000000197497,-2.15880587782035,0.0314956846811967,hiloRN,0.209971231207978,R,276
RH_DorsAttn_Post_7,-0.00140386111111109,0.0386947620468903,377.000001343611,-0.0362803913720906,0.971077987286449,hiloRN,0.984639742135519,R,277
RH_DorsAttn_Post_8,-0.0348805833333333,0.0337446917088419,377.000000205922,-1.03366134247994,0.301957119244299,hiloRN,0.706332442676723,R,278
RH_DorsAttn_Post_9,-0.0628198055555556,0.0386534790517607,377.000000203352,-1.62520443428737,0.104954653927013,hiloRN,0.411586878145149,R,279
RH_DorsAttn_Post_10,0.00609279166666668,0.0402374726698877,377.000000310482,0.151420833923954,0.879724748184539,hiloRN,0.95321752712703,R,280
RH_DorsAttn_Post_11,0.0515980648148149,0.0407450990917744,377.000003413919,1.26636248199066,0.206165221558888,hiloRN,0.615418571817575,R,281
RH_DorsAttn_Post_12,-0.054101337962963,0.0332302122406301,377.001432664608,-1.62807681068056,0.104343963321022,hiloRN,0.411586878145149,R,282
RH_DorsAttn_Post_13,-0.0543637407407408,0.031610588356964,377.00000019267,-1.71979528273361,0.0862903588045356,hiloRN,0.375175473063198,R,283
RH_DorsAttn_Post_14,0.0131452361111112,0.0306023224100777,377.000000340508,0.429550278405745,0.66776820309049,hiloRN,0.872257947794747,R,284
RH_DorsAttn_Post_15,0.0277975694444449,0.0417526949420455,377.000001611919,0.665767071635236,0.5059671323187,hiloRN,0.833187771645279,R,285
RH_DorsAttn_Post_16,-0.0505943842592593,0.0340492092015346,377.000001685833,-1.48591951019465,0.138136155290021,hiloRN,0.468258153525494,R,286
RH_DorsAttn_Post_17,-0.0424078472222223,0.0299088679196398,377.000000190104,-1.41790211973804,0.157045347259354,hiloRN,0.519158172758194,R,287
RH_DorsAttn_Post_18,-0.070825898148148,0.031924955924615,377.000000197533,-2.21851201033419,0.0271150403983957,hiloRN,0.197200293806514,R,288
RH_DorsAttn_Post_19,-0.0778648287037037,0.032773827167602,377.000049967313,-2.37582349798548,0.0180089098858635,hiloRN,0.147011509272355,R,289
RH_DorsAttn_FEF_1,0.0467423425925926,0.0313647629129902,377.000000203972,1.49028203153525,0.136986243168744,hiloRN,0.468258153525494,R,290
RH_DorsAttn_FEF_2,0.0251413472222222,0.0306195517441944,377.000000027131,0.821088023504103,0.412115034975331,hiloRN,0.768348861174211,R,291
RH_DorsAttn_FEF_3,-0.0159026435185187,0.0298555583829474,377.000001577055,-0.53265269115187,0.594587825443905,hiloRN,0.872257947794747,R,292
RH_DorsAttn_PrCv_1,0.0265045833333334,0.0298433601197585,377.000000212918,0.888123295331795,0.375040702539402,hiloRN,0.760536982102159,R,293
