parcel,estimate,se,df,statistic,p.value,term,p.fdr,network
LH_Default_PFC_16,0.0516697613018622,0.063215255357133,51.9999992869269,0.817362217552632,0.417450806763622,(Intercept),0.956142652908533,Default
LH_Default_PFC_17,-0.00212287357642313,0.0678749461903717,51.999997047984,-0.0312762469154526,0.975168971540223,(Intercept),0.999633345361607,Default
LH_Default_PFC_18,-0.0752919779651478,0.0780737369102648,51.9999990417711,-0.964370106322511,0.339323976251833,(Intercept),0.943702873286967,Default
LH_Default_PFC_19,-0.0138507621344567,0.066878734658418,51.9999972565954,-0.207102634420331,0.836738587157471,(Intercept),0.995873056054404,Default
LH_Default_PFC_20,0.185139112683338,0.0863614681388191,51.9998573487358,2.14376986257045,0.0367481229710046,(Intercept),0.836183875184469,Default
LH_Default_PFC_21,-0.0236696611381388,0.0777903851739035,51.9999991841473,-0.304274893166094,0.762132830553077,(Intercept),0.995873056054404,Default
LH_Default_PFC_22,-0.0131427296376223,0.0820129847746871,51.999993523151,-0.160251814681895,0.873303621679629,(Intercept),0.995873056054404,Default
LH_Default_PFC_23,0.0265088262177321,0.0693277390062361,51.9999988239306,0.382369692098968,0.703745555712177,(Intercept),0.995873056054404,Default
LH_Default_PFC_24,0.0898728112123444,0.0814781264429085,51.9999991481857,1.10302991902149,0.275092887063855,(Intercept),0.897601353688125,Default
LH_Default_pCunPCC_1,0.0647373865952453,0.0611757601513299,51.9999997968935,1.05821956989345,0.294846533008634,(Intercept),0.907220101565029,Default
LH_Default_pCunPCC_2,0.0522274666183972,0.065926644260103,51.9999973046557,0.792205749352904,0.431840037492512,(Intercept),0.956142652908533,Default
LH_Default_pCunPCC_3,-0.000843496541908635,0.0641675377316847,51.9999997384331,-0.0131452222062143,0.989562237280805,(Intercept),0.999633345361607,Default
LH_Default_pCunPCC_4,0.0823166877366359,0.0744830066249704,51.9999968664387,1.10517407213579,0.274171547264663,(Intercept),0.897601353688125,Default
LH_Default_pCunPCC_5,0.158793240970207,0.0780726437077349,51.9999992577479,2.03391653502409,0.0470763048232068,(Intercept),0.836183875184469,Default
LH_Default_pCunPCC_6,-0.0222251202794511,0.0777131829629615,51.9999993061658,-0.285989061727708,0.776022745951669,(Intercept),0.995873056054404,Default
LH_Default_pCunPCC_7,-0.0112406535956151,0.0605288213633264,51.9999997323256,-0.185707458735116,0.853396693757468,(Intercept),0.995873056054404,Default
LH_Default_pCunPCC_8,0.0443101404524911,0.0738030749603467,51.9999993046782,0.600383391563269,0.55085854445194,(Intercept),0.982995546213255,Default
LH_Default_pCunPCC_9,-0.114644955283706,0.0597918424363596,51.9999978013159,-1.91740128104817,0.0606878347012815,(Intercept),0.836183875184469,Default
LH_Default_pCunPCC_10,0.13137395606799,0.0767865691011538,51.9999991861274,1.71089759063106,0.0930601415040605,(Intercept),0.836183875184469,Default
LH_Default_pCunPCC_11,0.112582498301009,0.0849333017828156,51.99999925063,1.32554011133225,0.190786367008088,(Intercept),0.836183875184469,Default
RH_Vis_1,0.0568418122362043,0.0710905790067996,51.999999159997,0.799568846256937,0.427598090238712,(Intercept),0.956142652908533,Vis
RH_Vis_2,-0.0893134681600471,0.0686406868076299,51.9999791557501,-1.30117387097763,0.198934955205502,(Intercept),0.836183875184469,Vis
RH_Vis_3,-0.10744180642615,0.0789738378029703,51.9999976798779,-1.360473410121,0.179548496191411,(Intercept),0.836183875184469,Vis
RH_Vis_4,0.116227530786529,0.0658305611282237,51.9999971340847,1.76555582687717,0.083341478075296,(Intercept),0.836183875184469,Vis
RH_Vis_5,-0.0483661421945816,0.0738188448415966,51.9999993785155,-0.655200474870172,0.515226861425015,(Intercept),0.982995546213255,Vis
RH_Vis_6,-0.107889264190735,0.0706229613610889,51.9999992835134,-1.52767969667977,0.132652512031117,(Intercept),0.836183875184469,Vis
RH_Vis_7,0.0145623190226138,0.0615479214463184,51.9999977538704,0.236601312934913,0.813895668137068,(Intercept),0.995873056054404,Vis
RH_Vis_8,0.116716463076272,0.0747864284590795,51.9999989012497,1.56066368565969,0.124669127790288,(Intercept),0.836183875184469,Vis
RH_Vis_9,-0.00391552949945989,0.0637594243648244,51.9999978971595,-0.0614109919979148,0.951267330741972,(Intercept),0.998315537397347,Vis
RH_Vis_10,0.0854677811046518,0.0677332906429528,51.9999988022279,1.26182827223299,0.212641304798068,(Intercept),0.839339491410427,Vis
RH_Vis_11,-0.0699387000656456,0.0608548395436474,51.999997478845,-1.14927096333042,0.255703030071738,(Intercept),0.895816147226664,Vis
RH_Vis_12,-0.00891707382923791,0.0697564841700735,51.9999988356485,-0.127831468792165,0.898775433089099,(Intercept),0.995873056054404,Vis
RH_Vis_13,0.10868384368935,0.0706127051070339,51.9999993525216,1.53915422903865,0.129830223418759,(Intercept),0.836183875184469,Vis
RH_Vis_14,0.049868405185039,0.0822394613889032,51.9999968877555,0.606380493534797,0.546900351644537,(Intercept),0.982995546213255,Vis
RH_Vis_15,0.0734451646161168,0.0698227271208959,51.9999988623438,1.05188049285083,0.297718084724231,(Intercept),0.90906285411979,Vis
RH_Vis_16,0.0228146552685011,0.0728327171092184,51.9999989564559,0.313247345067311,0.755345767804537,(Intercept),0.995873056054404,Vis
RH_Vis_17,-0.0942829544609346,0.079981544411487,51.9999971245208,-1.17880887590605,0.243840195947739,(Intercept),0.870857842670498,Vis
RH_Vis_18,0.0526575829570116,0.0700333758538772,51.9999972045885,0.751892684237873,0.455505520828645,(Intercept),0.968926577998251,Vis
RH_Vis_19,0.07770257221951,0.0653860433963293,51.9999996322414,1.18836632687079,0.240088299934209,(Intercept),0.865183062825977,Vis
RH_Vis_20,0.0660750592524,0.0738817818809286,51.9999988202844,0.894334943882238,0.375263601364497,(Intercept),0.956142652908533,Vis
RH_Vis_21,0.103312558172901,0.0791003489184406,51.9999969131625,1.30609484769056,0.197268515535192,(Intercept),0.836183875184469,Vis
RH_Vis_22,0.0250334489709787,0.067197680010304,51.9999995738328,0.372534423318485,0.711009092678273,(Intercept),0.995873056054404,Vis
RH_Vis_23,0.00999730653358927,0.0759850034436009,51.9999991743657,0.131569468717728,0.895832579005231,(Intercept),0.995873056054404,Vis
RH_Vis_24,-0.0540073932210924,0.065285109036546,51.9999996059691,-0.827254392588355,0.411873153853373,(Intercept),0.956142652908533,Vis
RH_Vis_25,0.124689575443595,0.0791798828356133,51.9999993092382,1.57476332343741,0.121376237545964,(Intercept),0.836183875184469,Vis
RH_Vis_26,-0.0205748863030924,0.0725999164312408,51.9999964860014,-0.283400964002195,0.777994752057244,(Intercept),0.995873056054404,Vis
RH_Vis_27,0.105480965367396,0.0648620515125291,51.9999972711053,1.62623541666765,0.10994538499527,(Intercept),0.836183875184469,Vis
RH_Vis_28,-0.0129195092558997,0.0642706623508116,51.9999974659533,-0.201017210393454,0.841469338485578,(Intercept),0.995873056054404,Vis
RH_Vis_29,-0.0636902363695773,0.0710839825568039,51.9999992051813,-0.895985763300218,0.37438951270637,(Intercept),0.956142652908533,Vis
RH_Vis_30,-0.09083214633313,0.0827580759280055,51.9999990014789,-1.0975623262695,0.27745214189552,(Intercept),0.897601353688125,Vis
RH_SomMot_1,0.015948146273432,0.0689777997327153,51.9999972417947,0.231206943904127,0.818061386536189,(Intercept),0.995873056054404,SomMot
RH_SomMot_2,-0.00157377072452797,0.0737491401576296,51.9999971662316,-0.0213395128562073,0.98305649937859,(Intercept),0.999633345361607,SomMot
RH_SomMot_3,-0.0239031159616357,0.071759799930127,51.9999972598481,-0.333098977211619,0.740398906848898,(Intercept),0.995873056054404,SomMot
RH_SomMot_4,-0.0126722424981355,0.0701735613095261,51.9999971663794,-0.180584286469941,0.85739585959159,(Intercept),0.995873056054404,SomMot
RH_SomMot_5,-0.03571706947284,0.0741538946547285,51.9999976650048,-0.481661410221863,0.632067452682021,(Intercept),0.995873056054404,SomMot
RH_SomMot_6,-0.0418980485886501,0.0545827945218699,51.9999990957033,-0.767605414044212,0.446193282138494,(Intercept),0.956142652908533,SomMot
RH_SomMot_7,0.00672325301563074,0.0678545482951512,51.9999771888584,0.0990833066397582,0.92145311431045,(Intercept),0.997460964680316,SomMot
RH_SomMot_8,0.0897354392088874,0.0631958361918658,51.9999977504038,1.41995809560057,0.161587731953781,(Intercept),0.836183875184469,SomMot
RH_SomMot_9,-0.0468673274058522,0.0803639992777059,51.9999990418071,-0.583188092019879,0.562287557749454,(Intercept),0.982995546213255,SomMot
RH_SomMot_10,-0.0403447931012847,0.0707168093475008,51.9999973070676,-0.570512067407218,0.570787606710817,(Intercept),0.982995546213255,SomMot
RH_SomMot_11,0.0238594960284649,0.0590182525491806,51.9999977239079,0.404273169704279,0.687669863693777,(Intercept),0.995873056054404,SomMot
RH_SomMot_12,-0.0405879547001318,0.0815339369340463,51.9999993060456,-0.497804426308566,0.620720647310656,(Intercept),0.995873056054404,SomMot
RH_SomMot_13,-0.00115919733809309,0.0705987789454866,51.9999993006993,-0.0164195097338464,0.98696255371448,(Intercept),0.999633345361607,SomMot
RH_SomMot_14,0.0122401979423772,0.0766272167729924,51.9999988781245,0.159736950627331,0.873707156164449,(Intercept),0.995873056054404,SomMot
RH_SomMot_15,-0.0448861688859644,0.0771621986877228,51.9999992437183,-0.581711895841897,0.563274193185888,(Intercept),0.982995546213255,SomMot
RH_SomMot_16,0.0555933869423176,0.0684111363145182,51.9999996099411,0.812636508283222,0.420131468132127,(Intercept),0.956142652908533,SomMot
RH_SomMot_17,0.0214678345263304,0.0687542617463067,51.9999997442971,0.312240055831646,0.75610675863193,(Intercept),0.995873056054404,SomMot
RH_SomMot_18,0.00660001292858379,0.0583240617789203,51.9999974535138,0.113161064700902,0.910338615735029,(Intercept),0.997460964680316,SomMot
RH_SomMot_19,-0.0419237500603523,0.0754956467284558,51.999997120928,-0.555313476698126,0.58106149179932,(Intercept),0.989040837105225,SomMot
RH_SomMot_20,-0.0836596505187115,0.05459710730949,51.9998872761938,-1.53230921272948,0.131508014931395,(Intercept),0.836183875184469,SomMot
RH_SomMot_21,0.0326540544094595,0.0716560838426994,51.9999991618018,0.455705261274705,0.650499290294538,(Intercept),0.995873056054404,SomMot
RH_SomMot_22,0.03851702780077,0.0608502349597693,51.99999975125,0.632980757202257,0.529520193251158,(Intercept),0.982995546213255,SomMot
RH_SomMot_23,-0.0947598959275305,0.0632072808028361,51.9999975134785,-1.49919273102599,0.13987067149572,(Intercept),0.836183875184469,SomMot
RH_SomMot_24,-0.0211522186765188,0.0761307657685515,51.9999975885948,-0.277840613620314,0.782236435879413,(Intercept),0.995873056054404,SomMot
RH_SomMot_25,-0.0146669369236505,0.0667190331543383,51.999997568952,-0.219831376898434,0.826863202488934,(Intercept),0.995873056054404,SomMot
