parcel,estimate,se,df,statistic,p.value,term,p.fdr,hemi,num.roi
LH_SomMot_37,0.00293692361111112,0.0150311829091171,809.000001358785,0.195388721491091,0.845137707181534,hiloInCon,0.911199684292759,L,68
LH_DorsAttn_Post_1,0.0333467592592593,0.0147064736875276,809.000001337867,2.26748845221409,0.0236234252815668,hiloInCon,0.0865802755895613,L,69
LH_DorsAttn_Post_2,0.06070075,0.0161464097996895,809.000065284521,3.75939609814482,0.000182579075257803,hiloInCon,0.00429597824136007,L,70
LH_DorsAttn_Post_3,0.0222715347222223,0.0131898773657134,809.000150432454,1.68853235740587,0.091694459848811,hiloInCon,0.20532881656529,L,71
LH_DorsAttn_Post_4,0.0164834861111111,0.0120528971490367,809.000166231993,1.36759535133249,0.171818568535725,hiloInCon,0.313823869471644,L,72
LH_DorsAttn_Post_5,0.0362721921296294,0.0178205064858183,809.000001548065,2.03541869915399,0.0421342014051696,hiloInCon,0.123019566146481,L,73
LH_DorsAttn_Post_6,0.0351594189814818,0.0131147861028202,809.000021716841,2.68089915503243,0.00749195105312744,hiloInCon,0.0455910783961577,L,74
LH_DorsAttn_Post_7,0.0521178587962963,0.018495293540672,809.000001214682,2.81789843895619,0.00495180270295594,hiloInCon,0.0366800200218958,L,75
LH_DorsAttn_Post_8,0.0302155995370371,0.0170022376662427,809.000176525144,1.77715428581668,0.0759185142389652,hiloInCon,0.181866103863802,L,76
LH_DorsAttn_Post_9,0.0543834305555556,0.0180953321276894,809.000134178305,3.00538449207783,0.00273437865244918,hiloInCon,0.0273437865244918,L,77
LH_DorsAttn_Post_10,0.0705613055555556,0.0241895512380405,808.980121797916,2.91701589918671,0.00363177960500034,hiloInCon,0.0299908325321091,L,78
LH_DorsAttn_Post_11,0.0357377592592592,0.014727681489406,809.000148564001,2.42657062382604,0.0154598076246555,hiloInCon,0.0694822814591261,L,79
LH_DorsAttn_Post_12,0.0470175231481483,0.0157427993297677,809.000150967305,2.98660499719664,0.00290607734223003,hiloInCon,0.0283519740705368,L,80
LH_DorsAttn_Post_13,0.0422916064814814,0.0164481656979592,809.000001351616,2.5712050363603,0.0103121417581741,hiloInCon,0.0522133759907548,L,81
LH_DorsAttn_Post_14,0.035491238425926,0.01487914711604,808.998135575221,2.38530059210624,0.0172944514129066,hiloInCon,0.0733940391169134,L,82
LH_DorsAttn_Post_15,0.0162067291666667,0.0139877703141859,809.0000003318,1.15863563689135,0.246946633831753,hiloInCon,0.398301022309278,L,83
LH_DorsAttn_Post_16,0.0105943912037037,0.0120497772457935,809.000155092165,0.879218842605754,0.379543702283559,hiloInCon,0.521709556403518,L,84
LH_DorsAttn_Post_17,-0.000956951388888899,0.0124430570470864,808.998131023984,-0.0769064535561998,0.938716978923179,hiloInCon,0.962786645049414,L,85
LH_DorsAttn_FEF_1,0.0521534004629631,0.0153339804217304,809.000002882378,3.40116519185419,0.000703903518769108,hiloInCon,0.0108292849041401,L,86
LH_DorsAttn_FEF_2,0.0432164675925926,0.0161590743306512,809.000000211226,2.67443955688835,0.00763650563135641,hiloInCon,0.0455910783961577,L,87
LH_DorsAttn_FEF_3,0.0557228333333332,0.0155352944895803,809.000004095754,3.58685400979732,0.00035478982605304,hiloInCon,0.0070957965210608,L,88
LH_DorsAttn_FEF_4,0.0235926851851853,0.0115729221677577,809.000188923722,2.03861089214916,0.041813537179444,hiloInCon,0.122980991704247,L,89
LH_DorsAttn_PrCv_1,0.0682016388888888,0.0150346229821817,809.000000391787,4.536305231579,6.59183328741764e-06,hiloInCon,0.000878911104989018,L,90
LH_DorsAttn_PrCv_2,0.0625516481481482,0.0175459372825575,809.000001395693,3.56502175636585,0.000385169319247894,hiloInCon,0.00733655846186464,L,91
LH_SalVentAttn_ParOper_1,0.0417960902777778,0.0154814454872399,809.00002171719,2.69975373502602,0.00708397314554276,hiloInCon,0.0448235114653139,L,92
LH_SalVentAttn_ParOper_2,0.0508814212962963,0.0156560707263249,809.0001765367,3.24994835458566,0.00120195741753214,hiloInCon,0.0160260989004285,L,93
LH_SalVentAttn_ParOper_3,0.0342394189814814,0.014395396934129,809.000021548082,2.37849773355716,0.0176145693880592,hiloInCon,0.0733940391169134,L,94
LH_SalVentAttn_ParOper_4,0.0500876412037037,0.0169761227194486,809.000021578757,2.95047591440425,0.00326441003106582,hiloInCon,0.0299908325321091,L,95
LH_SalVentAttn_TempOcc_1,0.0309961689814816,0.0135740820865939,809.000139871392,2.28348176942987,0.022660463628068,hiloInCon,0.0855487143933465,L,96
LH_SalVentAttn_FrOperIns_1,0.0014662685185185,0.0161021561273354,809.00000040988,0.0910603838966218,0.927467152195811,hiloInCon,0.956151703294651,L,97
LH_SalVentAttn_FrOperIns_2,0.0285602384259259,0.0124756011870258,809.000020772258,2.28928754596832,0.0223194492108663,hiloInCon,0.0855487143933465,L,98
LH_SalVentAttn_FrOperIns_3,0.0902723402777778,0.0186471293383653,809.000000394272,4.84108511501812,1.54687649472215e-06,hiloInCon,0.000415196434270965,L,99
LH_SalVentAttn_FrOperIns_4,0.0211294606481482,0.0141448594809927,809.000020812515,1.49379077795301,0.135620218853775,hiloInCon,0.269396523464231,L,100
LH_SalVentAttn_FrOperIns_5,0.0775907199074074,0.0187337832086303,809.000173581777,4.14175391288091,3.80889798547705e-05,hiloInCon,0.00152355919419082,L,101
LH_SalVentAttn_FrOperIns_6,0.0212415185185185,0.0167212270841272,809.000001528565,1.27033251875888,0.204331424785575,hiloInCon,0.352295559975128,L,102
LH_SalVentAttn_FrOperIns_7,0.0481928263888889,0.0173561685591619,809.000001336126,2.7766973007098,0.00561837295091016,hiloInCon,0.0394271786028783,L,103
LH_SalVentAttn_FrOperIns_8,0.0197007106481481,0.0159751685045734,809.000000295216,1.23320831592531,0.217856252752846,hiloInCon,0.36461297531857,L,104
LH_SalVentAttn_FrOperIns_9,0.0611453912037038,0.0155022663333985,809.000188635442,3.94428723443942,8.69791395187724e-05,hiloInCon,0.00289930465062574,L,105
LH_SalVentAttn_PFCl_1,0.0190267754629627,0.0142088908124555,809.000020949373,1.33907535177087,0.180922255782054,hiloInCon,0.321639565834763,L,106
LH_SalVentAttn_Med_1,0.0418823379629629,0.0135679697381683,809.000150594683,3.0868537276541,0.0020918529694637,hiloInCon,0.0239068910795851,L,107
LH_SalVentAttn_Med_2,0.0237529398148148,0.0141429745743245,809.000166842794,1.6794868498128,0.0934433121370566,hiloInCon,0.20532881656529,L,108
LH_SalVentAttn_Med_3,0.0333689606481481,0.0129584828223042,809.000001310703,2.57506693536016,0.0101986533107517,hiloInCon,0.0522133759907548,L,109
LH_SalVentAttn_Med_4,0.0476668750000003,0.016213581851169,809.000172985706,2.9399348914727,0.00337630952004132,hiloInCon,0.0299908325321091,L,110
LH_SalVentAttn_Med_5,0.0239361527777778,0.0136139760996762,809.000184216072,1.75820440718617,0.0790908421966858,hiloInCon,0.188311529039728,L,111
LH_SalVentAttn_Med_6,0.0243236967592593,0.0116839305497317,809.000021757343,2.08180771494041,0.0376738614647628,hiloInCon,0.114163216559887,L,112
LH_SalVentAttn_Med_7,0.030737761574074,0.0137826271646865,809.000144119473,2.23018160520438,0.026008988387499,hiloInCon,0.0896861668534449,L,113
LH_Limbic_OFC_1,0.0259455416666667,0.0227978091808171,809.000025515974,1.13807170947365,0.255427461918156,hiloInCon,0.403837884455583,L,114
LH_Limbic_OFC_2,0.0166205555555552,0.0168776092035547,809.00000115467,0.984769546154362,0.325031701815906,hiloInCon,0.4727733844595,L,115
LH_Limbic_OFC_3,0.0121936990740739,0.033789846293527,809.000001437659,0.36086873459409,0.718291786274229,hiloInCon,0.812253729225967,L,116
LH_Limbic_OFC_4,0.00817883333333342,0.0219776487113349,809.000020526755,0.372143237011301,0.709883665203256,hiloInCon,0.809531113444349,L,117
LH_Limbic_OFC_5,0.026489613425926,0.0248441570715075,809.000020312524,1.0662311202462,0.286637270209085,hiloInCon,0.444398868541218,L,118
LH_Limbic_TempPole_1,-0.0436982453703704,0.0446373922674504,809.000001308065,-0.978960533996856,0.327892132300765,hiloInCon,0.47397073573231,L,119
LH_Limbic_TempPole_2,0.0120315787037033,0.0209160605241668,809.000002863713,0.57523158769797,0.565294629098081,hiloInCon,0.693613041838136,L,120
LH_Limbic_TempPole_3,0.014237689814815,0.028224835486049,809.000000228651,0.504438363222788,0.614090724324163,hiloInCon,0.735437993202591,L,121
LH_Limbic_TempPole_4,0.00134770833333345,0.0294520404433237,809.000001461202,0.0457594215221497,0.963513294562128,hiloInCon,0.97374425108755,L,122
LH_Limbic_TempPole_5,0.0173860300925929,0.0170193866322073,809.000170151278,1.02154269529853,0.307302766432452,hiloInCon,0.461269640086763,L,123
LH_Limbic_TempPole_6,-3.8115740740832e-05,0.0133883412201971,809.000001310464,-0.00284693526359578,0.997729179225038,hiloInCon,0.997729179225038,L,124
LH_Limbic_TempPole_7,-0.00135484953703708,0.0127107005131643,809.00000122561,-0.106591256369693,0.915139681063329,hiloInCon,0.945880807300598,L,125
LH_Limbic_TempPole_8,0.0225999699074073,0.0221945252927266,809.000000183382,1.01826777591921,0.308855133946503,hiloInCon,0.461269640086763,L,126
LH_Cont_Par_1,0.052411849537037,0.0200384488489143,809.00018641537,2.61556420520427,0.00907398644755664,hiloInCon,0.0483945943869688,L,127
LH_Cont_Par_2,0.0238533449074074,0.0153637783916416,809.000155097297,1.55257022715092,0.120916935670089,hiloInCon,0.255908858561035,L,128
LH_Cont_Par_3,0.0231187083333333,0.0186084231340262,809.000185082714,1.24237868877024,0.214456877890137,hiloInCon,0.361952536523438,L,129
LH_Cont_Par_4,0.0598169305555555,0.0208465539238192,809.000020827607,2.86939178408806,0.00421977442986329,hiloInCon,0.0337581954389064,L,130
LH_Cont_Par_5,0.0373785902777777,0.0206542352707311,809.00000024409,1.80973005235137,0.0707086535491154,hiloInCon,0.172939824834388,L,131
LH_Cont_Par_6,0.0461114143518519,0.0162638613713886,809.000021277927,2.83520704578626,0.00469381108283506,hiloInCon,0.0354249893044155,L,132
LH_Cont_Temp_1,0.019847175925926,0.0170046237054363,809.000150405792,1.16716348857405,0.24348825510078,hiloInCon,0.395915861952489,L,133
LH_Cont_OFC_1,-0.0010560740740741,0.0233954944919315,809.000026160662,-0.0451400620935073,0.964006808576675,hiloInCon,0.97374425108755,L,134
LH_Cont_PFCl_1,0.0258598449074073,0.0177426139782867,809.000174076912,1.45749915649714,0.145366694695547,hiloInCon,0.276888942277233,L,135
LH_Cont_PFCl_2,0.0404342037037038,0.0177643702893749,809.000001377521,2.27614055804095,0.0230981528862036,hiloInCon,0.0855487143933465,L,136
LH_Cont_PFCl_3,0.0167416412037037,0.0183723325552948,809.000021017122,0.911242007693726,0.362439309903805,hiloInCon,0.499916289522489,L,137
LH_Cont_PFCl_4,0.0223849675925925,0.0211723128012207,809.000000536108,1.05727549950528,0.290701472445025,hiloInCon,0.4489598030039,L,138
LH_Cont_PFCl_5,0.0386936666666667,0.0157211397098999,809.00000019532,2.46125073504057,0.0140530959407702,hiloInCon,0.0661322161918596,L,139
LH_Cont_PFCl_6,0.0773023078703704,0.019841948700038,809.000001925606,3.89590302036324,0.000105918948563096,hiloInCon,0.00325904457117219,L,140
LH_Cont_PFCl_7,0.0905887222222222,0.0213490250922904,809.000020821519,4.2432252447413,2.4582928629557e-05,hiloInCon,0.00152355919419082,L,141
LH_Cont_PFCl_8,0.023050550925926,0.0152228182645235,809.000002922825,1.51421047833468,0.130363038080289,hiloInCon,0.266459758635607,L,142
LH_Cont_PFCv_1,0.0593858541666666,0.014616641263435,809.000020107425,4.06289332113708,5.31903487529376e-05,hiloInCon,0.00193419450010682,L,143
LH_Cont_pCun_1,0.042526423611111,0.0192036792969673,809.000000180514,2.21449353290475,0.02707285734462,hiloInCon,0.0902428578154001,L,144
