parcel,multi,univa
LH_Vis_1,0.0909480595771249,0.0263049754566493
LH_Vis_1,0.109867085611251,0.0233461592030201
LH_Vis_1,-0.0887925708902621,0.0220908770729373
LH_Vis_1,0.0858139653492784,-0.000136930160415404
LH_Vis_1,-0.284489291339064,-0.0760895901099255
LH_Vis_1,0.12446558858136,0.0215963632699412
LH_Vis_1,-0.127425304142097,-0.0581956783565093
LH_Vis_1,-0.0518683577518712,-0.0745001924342121
LH_Vis_1,0.101483559262153,0.0214550554090648
LH_Vis_1,0.0557130614296975,0.0249578564095549
LH_Vis_1,0.0040174913409905,0.017318296842425
LH_Vis_1,0.0642016924887331,-0.0414689200806015
LH_Vis_1,-0.755565287495867,-0.205543915179358
LH_Vis_1,0.0272681451419361,-0.00744409373053426
LH_Vis_1,-0.0261589973019253,0.0119339002854658
LH_Vis_1,0.0530724649870046,0.129333905858268
LH_Vis_1,0.165082835868735,0.0303868370741521
LH_Vis_1,0.107809957761641,0.0234702439104027
LH_Vis_1,-0.0917753283430788,-0.0300216322000271
LH_Vis_1,0.0728165434152631,0.0132552826071375
LH_Vis_1,0.0780935005101986,0.01684354732278
LH_Vis_1,0.0721602928487913,-0.00924175453366221
LH_Vis_1,-0.140835129228048,0.0184514969333118
LH_Vis_1,-0.000979392390383277,0.00912314088032732
LH_Vis_1,-0.489492098625236,0.036441044022913
LH_Vis_1,-0.0339481096458547,-0.0524548362945922
LH_Vis_1,0.0859329624180051,0.0956049365460211
LH_Vis_1,0.115442183590065,0.0230337836802851
LH_Vis_1,0.140776696304734,0.0115374154718273
LH_Vis_1,0.0846705722094348,0.0163734369685923
LH_Vis_1,0.0445865595087873,0.0186987411104203
LH_Vis_1,0.106162120854286,0.0248692477344638
LH_Vis_1,-0.0391496022781488,0.0120524449119187
LH_Vis_1,0.093058494184592,0.0281466354171311
LH_Vis_1,0.124487764825463,0.0238043603731611
LH_Vis_1,0.00370823804791537,0.00337562427947884
LH_Vis_1,0.111991727147095,0.017740160430357
LH_Vis_1,0.0439424899336771,0.00210601668321058
LH_Vis_1,0.0426511351729113,0.0220991748823117
LH_Vis_1,-0.174435957494876,0.0379508152528913
LH_Vis_1,0.0331327740443981,0.0165947685784243
LH_Vis_1,0.0375571822854321,0.00106044073861398
LH_Vis_1,0.12138885984533,0.0300497722752985
LH_Vis_1,-0.155899621929422,0.0332040328811735
LH_Vis_1,0.0140177638395243,0.020311896372346
LH_Vis_1,0.0370742355014984,0.0308972484929029
LH_Vis_1,0.0209630406240342,0.0238953327100088
LH_Vis_1,0.109783388400049,0.0208802134803793
LH_Vis_1,0.0818165134291671,0.0236820318896197
LH_Vis_1,0.0224507555002593,-0.00446093951931762
LH_Vis_1,0.156244400936777,0.0280915269274674
LH_Vis_1,-0.0867290250377024,0.00984299583613608
LH_Vis_1,-0.0051685830864629,0.0102417703378956
LH_Vis_1,0.109238025795147,0.0152763933069474
LH_Vis_2,-0.40167564662549,-0.281323262299493
LH_Vis_2,-0.205140856439023,0.071866467631214
LH_Vis_2,-0.0678154381006433,-0.0179832575905153
LH_Vis_2,0.136399540448344,0.0565709553432472
LH_Vis_2,0.201339382650359,0.070486866536387
LH_Vis_2,0.18249164214707,0.0172400488383454
LH_Vis_2,0.172631629335734,0.0500530575597445
LH_Vis_2,-0.173950069811704,-0.144942816423008
LH_Vis_2,0.1329978264225,0.0313221453652066
LH_Vis_2,0.0622952646356704,0.0336003795943658
LH_Vis_2,-0.613767846153033,0.0507630030038399
LH_Vis_2,0.039406183902509,0.0456471156264232
LH_Vis_2,-0.111647897749977,-0.011014425379816
LH_Vis_2,-0.133546334223817,0.0539799115675689
LH_Vis_2,0.147515209897368,0.0824964178366787
LH_Vis_2,-0.254416896363479,-0.223759930826512
LH_Vis_2,0.255502274329067,0.149407909698955
LH_Vis_2,0.168502041313081,0.0437121238994314
LH_Vis_2,-0.462178220244311,-0.191218331640658
LH_Vis_2,0.143778791003364,0.136230212260062
LH_Vis_2,-0.0695251730183359,-0.107563729705713
LH_Vis_2,-0.0576006724148548,0.0532964050318491
LH_Vis_2,-0.271799899660716,-0.0232434404791085
LH_Vis_2,0.0649768331800458,0.0651985015611389
LH_Vis_2,0.0841524648806645,0.0273933144536234
LH_Vis_2,0.169125663234841,0.0565763967081447
LH_Vis_2,0.130904686679016,0.0795814800758241
LH_Vis_2,-0.0131881208248038,0.0180812152323962
LH_Vis_2,0.148662571670449,0.0737108608804603
LH_Vis_2,-0.138530589642541,-0.121389871295381
LH_Vis_2,0.0951736897368203,0.0574578397338632
LH_Vis_2,0.0292206251710088,-0.000141908653498793
LH_Vis_2,-0.0502099379592671,0.045793383242808
LH_Vis_2,-0.00869406114197918,0.044883384796447
LH_Vis_2,0.0628376888394371,0.0401899093455642
LH_Vis_2,-0.326246719867388,-0.334175945042342
LH_Vis_2,0.0263676929883532,-0.055335072136566
LH_Vis_2,0.0925218390635692,0.0320230870471461
LH_Vis_2,0.114719702975945,0.0676543548571116
LH_Vis_2,0.0894530046976796,-0.0392155912422902
LH_Vis_2,0.209634048161245,0.0774263161759323
LH_Vis_2,0.156932614519363,0.0433036966625553
LH_Vis_2,-0.35484083016371,-0.247611305304926
LH_Vis_2,0.266828847442931,0.144147835926407
LH_Vis_2,0.137962518134048,-0.0224009046613948
LH_Vis_2,-0.194015520352436,-0.114660587459939
LH_Vis_2,-0.0982688352349723,0.0630470596217349
LH_Vis_2,0.139913377492138,0.0526807157142358
LH_Vis_2,-0.0514896635658309,-0.0623051330247839
LH_Vis_2,0.178130428282975,-0.00851096966367197
