parcel,multi,univa
LH_Vis_1,0.0101633646487903,-0.0111427766974989
LH_Vis_1,0.057266335913115,0.00164026973335259
LH_Vis_1,0.118814419640566,0.0092209589527358
LH_Vis_1,0.0364332916075578,0.0212714437052143
LH_Vis_1,0.0640241879373401,0.0238852032654561
LH_Vis_1,0.508599721252457,0.0914842648069675
LH_Vis_1,0.00727588308998955,0.0121194946229137
LH_Vis_1,0.0823512929495666,0.0265019839534243
LH_Vis_1,-0.00178815190042396,0.00304314423219223
LH_Vis_1,0.0916965239000308,0.0219771968741986
LH_Vis_1,0.0474984468139962,0.0430048374519005
LH_Vis_1,0.0095342492150895,0.00630599466189819
LH_Vis_1,-0.032386165714843,0.0183657712458623
LH_Vis_1,0.153782961159725,0.0695655854613093
LH_Vis_1,-0.00908708787065601,0.00608809315002386
LH_Vis_1,0.119410055193562,0.116922688502117
LH_Vis_1,0.0143021910661063,0.0136059206257602
LH_Vis_1,-0.0112750745060294,-0.0216518170764976
LH_Vis_1,-0.00885312921652687,-0.0122283605692882
LH_Vis_1,0.203056316933476,-0.00307597932287189
LH_Vis_1,-0.0578199419095827,-0.0393117497409068
LH_Vis_1,0.0359641129218559,0.0169281741156954
LH_Vis_1,0.0875639161586104,0.0197534221452148
LH_Vis_1,0.0337199742741472,0.00226402804771051
LH_Vis_1,0.31952723806339,0.0360865210650101
LH_Vis_1,-0.0178140828368403,0.00310250639550728
LH_Vis_1,0.00696864787589532,0.0205440169688407
LH_Vis_1,0.0878244307341093,0.0374109472065877
LH_Vis_1,-0.0174432674864477,-0.00088205425316823
LH_Vis_1,0.0107435226884326,0.0187890426044851
LH_Vis_1,0.0375189437276394,0.0122425803129439
LH_Vis_1,0.056699251675964,-0.00445119577521275
LH_Vis_1,0.0295217134406783,-0.00535661209965468
LH_Vis_1,0.00572301386610643,0.00384446647639681
LH_Vis_1,0.0239937276927427,0.0050465243835515
LH_Vis_1,0.014937482140774,-0.00365012742919003
LH_Vis_1,-0.00198294661605852,-0.00272383537367125
LH_Vis_1,-0.023580556106798,-0.0204326394132215
LH_Vis_1,0.102234774422947,0.0210568386320176
LH_Vis_1,0.0178309797111028,-0.00211347647961736
LH_Vis_1,-0.0036787800789703,-0.0101812677071478
LH_Vis_1,0.0120536722965345,0.0202281788975916
LH_Vis_1,0.0424960508629717,-0.0098954281823506
LH_Vis_1,0.120318286629634,0.0251391719325863
LH_Vis_1,0.190021925858838,-0.00469042729749268
LH_Vis_1,0.00297900607489392,-0.0362907414712167
LH_Vis_1,0.0624677462611982,0.0201430978725778
LH_Vis_1,-0.0134930759413441,-0.0047895002836487
LH_Vis_1,-0.027670079191674,-0.0105894775654141
LH_Vis_1,0.0245275083802545,0.016906943078082
LH_Vis_1,0.0420175528230822,-0.00189856549907534
LH_Vis_1,0.043596249308229,0.0173094728076334
LH_Vis_1,0.770133249525651,0.15499810341474
