parcel,multi,univa
LH_Vis_1,-0.00536377930183443,-0.033806689038199
LH_Vis_1,0.0403785960879591,0.0187630185025827
LH_Vis_1,0.012440149345979,0.0149051914031977
LH_Vis_1,-0.0527119309697341,0.0157271045173486
LH_Vis_1,-0.018022949960741,0.0078903246612391
LH_Vis_1,-0.110824779277671,0.0339092687901973
LH_Vis_1,0.0387842091588689,0.0150933053237634
LH_Vis_1,-0.0572896965326442,0.0140685145996673
LH_Vis_1,0.0122202068654065,0.00308537928816242
LH_Vis_1,0.0527053084270663,0.00815829805510133
LH_Vis_1,-0.00247488337973253,0.00783245674908497
LH_Vis_1,0.0718955508202414,0.0330541723313799
LH_Vis_1,-0.00177341723375232,0.0115202458896591
LH_Vis_1,0.0307095467437449,0.00570859941156832
LH_Vis_1,0.0349132952595336,-0.00354311590183743
LH_Vis_1,0.0109968940523854,-0.00584307855414211
LH_Vis_1,-0.0401279963464022,-0.0748325611361
LH_Vis_1,0.028468690096015,0.0129867216863922
LH_Vis_1,0.0235692585668143,-0.00332451288921065
LH_Vis_1,0.0189170744430741,0.0395059465498894
LH_Vis_1,0.0430437259030843,0.0125015249718049
LH_Vis_1,-0.0398627225168949,-0.0619987072398759
LH_Vis_1,-0.497216651990288,-0.380717860107289
LH_Vis_1,-0.119157742459379,-0.00714446709074471
LH_Vis_1,0.0194364715556709,-0.00780376242001403
LH_Vis_1,0.0822562558053831,0.0421759626572918
LH_Vis_1,-0.00883102643656368,0.00605577909486147
LH_Vis_1,0.0527876150787946,0.0204761471080564
LH_Vis_1,0.0207926611186715,0.00695892270715762
LH_Vis_1,0.0392483727899864,0.0122420696777471
LH_Vis_1,0.034689627605586,0.033844758302797
LH_Vis_1,0.0209730281078303,0.0133336523088996
LH_Vis_1,0.0128156618216065,0.00639363243543594
LH_Vis_1,0.0352425096197827,0.00134291329410067
LH_Vis_1,0.0435200115637972,0.00666415133111619
LH_Vis_1,0.0298986122469332,0.0170393618889533
LH_Vis_1,-0.135913553261551,0.00755065037864356
LH_Vis_1,0.04221008133984,0.0194335230550556
LH_Vis_1,0.0322652128582132,-0.00284165048894704
LH_Vis_1,-0.110676467411409,-0.0808076380902127
LH_Vis_1,0.032462402979946,0.020994296801275
LH_Vis_1,0.0538289503739543,0.00343225829834936
LH_Vis_1,0.0249343151698914,-0.00249301689932465
LH_Vis_1,0.0320144915255741,0.0156477157121773
LH_Vis_1,-0.197114984612654,0.0134733137387433
LH_Vis_1,0.0331330959813353,0.0110727258833307
LH_Vis_1,0.077756215098543,0.0279402197046144
LH_Vis_1,0.0231303980336976,0.012963038085071
LH_Vis_1,-0.018069955491466,-0.0269984344904855
LH_Vis_1,0.0461352470668785,0.0172175279899127
LH_Vis_1,0.0289234502855658,0.0139209112152587
LH_Vis_1,0.0476377042234355,0.00782029125722646
LH_Vis_1,-0.0219583712832981,0.00659008838306494
LH_Vis_1,0.062468020101717,0.0185862592639035
LH_Vis_2,0.0408104266392631,0.00737070412553272
